sourceID,source,class_id,class_name,split,institutionCode,collectionCode,scientificName
369474474,inat,0,not_useful,val,,,
608448322,inat,0,not_useful,train,,,
2859024615,gbif,0,not_useful,train,CM,botany,Lemna minor L.
605324121,inat,0,not_useful,test,,,
2859279305,gbif,0,not_useful,train,CM,botany,Lemna perpusilla Torr.
596734435,inat,0,not_useful,train,,,
598375481,inat,0,not_useful,train,,,
590293507,inat,0,not_useful,test,,,
604910211,inat,0,not_useful,val,,,
608400959,inat,0,not_useful,val,,,
607748980,gbif,0,not_useful,train,MNHN,P,Erica albens L.
608149999,inat,0,not_useful,test,,,
608406729,inat,0,not_useful,train,,,
2859028702,gbif,0,not_useful,train,CM,botany,Wolffia columbiana H.Karst.
2859077339,gbif,0,not_useful,val,CM,botany,Amelanchier canadensis (L.) Medik.
608333668,inat,0,not_useful,train,,,
608378096,inat,0,not_useful,train,,,
577900040,inat,0,not_useful,train,,,
596345330,inat,0,not_useful,train,,,
1987021090,gbif,0,not_useful,train,USU,UTC,Fraxinus anomala var. lowellii (Sarg. ex Rehder) Little
608439259,inat,0,not_useful,train,,,
377320807,inat,0,not_useful,val,,,
5922565827,gbif,0,not_useful,train,NRM,POLLENREFERENCE,Cassipourea myriocarpa Tul.
1999034138,gbif,0,not_useful,train,FH,FH,Alsia californica (Hook. & Arn.) Sull.
608410588,inat,0,not_useful,train,,,
434235144,inat,0,not_useful,train,,,
608110790,inat,0,not_useful,train,,,
605505646,inat,0,not_useful,test,,,
603398009,inat,0,not_useful,train,,,
570882076,inat,0,not_useful,train,,,
591412136,inat,0,not_useful,train,,,
601780411,inat,0,not_useful,test,,,
604237016,inat,0,not_useful,test,,,
608421179,inat,0,not_useful,train,,,
2859025629,gbif,0,not_useful,train,CM,botany,Spirodela polyrhiza (L.) Schleid.
2859354593,gbif,0,not_useful,train,CM,botany,Alcea rosea L.
473901962,inat,0,not_useful,test,,,
607875595,inat,0,not_useful,test,,,
543220027,inat,0,not_useful,test,,,
893484560,gbif,0,not_useful,train,BGBM,AlgaTerra,Volvox aureus Ehrenb.
608142282,inat,0,not_useful,train,,,
608222531,inat,0,not_useful,test,,,
593544193,inat,0,not_useful,val,,,
581628838,inat,0,not_useful,train,,,
2859071989,gbif,0,not_useful,train,CM,botany,Beta vulgaris L.
608150414,inat,0,not_useful,train,,,
608014047,inat,0,not_useful,train,,,
607417406,inat,0,not_useful,test,,,
597632488,inat,0,not_useful,train,,,
608434134,inat,0,not_useful,val,,,
604452672,inat,0,not_useful,train,,,
2859481957,gbif,0,not_useful,train,CM,botany,Wolffia columbiana H.Karst.
608426562,inat,0,not_useful,train,,,
608409185,inat,0,not_useful,train,,,
605116184,inat,0,not_useful,train,,,
2859098605,gbif,0,not_useful,train,CM,botany,Raphanus sativus L.
608219323,inat,0,not_useful,train,,,
606797218,inat,0,not_useful,train,,,
491100549,inat,0,not_useful,test,,,
607675895,gbif,0,not_useful,train,MNHN,P,Rothmannia talbotii (Wernham) Keay
608330299,inat,0,not_useful,train,,,
608209720,inat,0,not_useful,train,,,
579175140,inat,0,not_useful,train,,,
588108736,inat,0,not_useful,train,,,
608394808,inat,0,not_useful,test,,,
603117573,inat,0,not_useful,train,,,
485903004,inat,0,not_useful,train,,,
608417189,inat,0,not_useful,train,,,
602922057,inat,0,not_useful,train,,,
605104943,inat,0,not_useful,train,,,
607297270,inat,0,not_useful,train,,,
608439090,inat,0,not_useful,train,,,
607836139,gbif,0,not_useful,test,MNHN,P,Gaertnera inflexa Boivin ex Baill.
586048380,inat,0,not_useful,train,,,
475041498,inat,0,not_useful,val,,,
2859307305,gbif,0,not_useful,test,CM,botany,Wolffia columbiana H.Karst.
608434887,inat,0,not_useful,val,,,
604966865,inat,0,not_useful,train,,,
608393883,inat,0,not_useful,test,,,
580972097,inat,0,not_useful,test,,,
608096809,inat,0,not_useful,train,,,
2859116111,gbif,0,not_useful,val,CM,botany,Agave horrida Lem. ex Jacobi
608434934,inat,0,not_useful,test,,,
593568512,inat,0,not_useful,train,,,
607891064,inat,0,not_useful,train,,,
608133498,inat,0,not_useful,test,,,
608324297,inat,0,not_useful,train,,,
2859390584,gbif,0,not_useful,test,CM,botany,Cucurbita pepo L.
4121799318,gbif,0,not_useful,test,OBI,,Homalothecium nuttallii (Wilson) A.Jaeger
607603640,gbif,0,not_useful,train,MNHN,P,Chionanthus virginicus L.
607797816,gbif,0,not_useful,val,MNHN,P,Breonia perrieri Homolle
5138395821,gbif,0,not_useful,train,K,Herbarium,Magnolia Plum. ex L.
608388939,inat,0,not_useful,val,,,
607875802,inat,0,not_useful,train,,,
3449407367,gbif,0,not_useful,test,TRH,A,Lomentaria uncinata Meneghini
607790375,inat,0,not_useful,train,,,
4140925067,gbif,0,not_useful,val,MICH,Bryophytes,Fissidens asplenioides Hedw.
2859354592,gbif,0,not_useful,train,CM,botany,Brassica oleracea L.
607912405,inat,0,not_useful,train,,,
608353571,inat,0,not_useful,test,,,
604657010,inat,0,not_useful,train,,,
604587580,inat,0,not_useful,train,,,
608416165,inat,0,not_useful,train,,,
608405714,inat,0,not_useful,train,,,
2859308635,gbif,0,not_useful,val,CM,botany,Wolffia borealis (Engelm.) Landolt
607836161,gbif,0,not_useful,train,MNHN,P,Gaertnera arenaria Baker
589133175,inat,0,not_useful,val,,,
2859026623,gbif,0,not_useful,test,CM,botany,Wolffia columbiana H.Karst.
605137919,inat,0,not_useful,train,,,
606657631,inat,0,not_useful,train,,,
608401317,inat,0,not_useful,test,,,
608300036,inat,0,not_useful,test,,,
2517156755,gbif,0,not_useful,train,,Botany,Lomentaria clavellosa (Turner) Gaillon
590669106,inat,0,not_useful,test,,,
585116730,inat,0,not_useful,train,,,
606340683,inat,0,not_useful,train,,,
2859027308,gbif,0,not_useful,test,CM,botany,Spirodela polyrhiza (L.) Schleid.
596263737,inat,0,not_useful,train,,,
608038384,inat,0,not_useful,train,,,
602623442,inat,0,not_useful,train,,,
2859272631,gbif,0,not_useful,val,CM,botany,Welwitschia mirabilis Hook.f.
606831636,inat,0,not_useful,train,,,
566023724,inat,0,not_useful,train,,,
2858987555,gbif,0,not_useful,train,CM,botany,Potamogeton illinoensis Morong
608444238,inat,0,not_useful,val,,,
3016591773,gbif,0,not_useful,train,TU,TU(B),Viola uliginosa Besser
462944776,inat,0,not_useful,train,,,
608055658,inat,0,not_useful,train,,,
3016595395,gbif,0,not_useful,train,TU,TU(B),Camptothecium nitens (Hedw.) Schimp.
2859024707,gbif,0,not_useful,train,CM,botany,Wolffia brasiliensis Wedd.
2859303057,gbif,0,not_useful,train,CM,botany,Cichorium endivia L.
608405577,inat,0,not_useful,test,,,
592976638,inat,0,not_useful,test,,,
5894032369,gbif,0,not_useful,train,SGAV-and-NHMD,,Schistidium papillosum Culm.
592608651,inat,0,not_useful,train,,,
5149104326,gbif,0,not_useful,test,DR,Herbarium Dresdense,Porotrichum saotomense Enroth & Shevock
608193127,inat,0,not_useful,test,,,
608434987,inat,0,not_useful,train,,,
608221850,inat,0,not_useful,train,,,
605612357,inat,0,not_useful,train,,,
608243742,inat,0,not_useful,train,,,
544814414,inat,0,not_useful,train,,,
605267196,inat,0,not_useful,train,,,
608436897,inat,0,not_useful,test,,,
608443979,inat,0,not_useful,train,,,
605147333,inat,0,not_useful,train,,,
608101497,inat,0,not_useful,train,,,
2859282315,gbif,0,not_useful,train,CM,botany,Lemna minor L.
2859023391,gbif,0,not_useful,train,CM,botany,Lemna obscura (Austin) Daubs
2859096605,gbif,0,not_useful,train,CM,botany,"Cucurbita pepo var. melopepo (Linnaeus, 1753) Linnaeus, 1753"
608382638,inat,0,not_useful,val,,,
607997053,inat,0,not_useful,train,,,
2859027636,gbif,0,not_useful,val,CM,botany,Wolffia columbiana H.Karst.
598302173,inat,0,not_useful,train,,,
2859021626,gbif,0,not_useful,train,CM,botany,Spirodela polyrhiza (L.) Schleid.
608434682,inat,0,not_useful,test,,,
4518267403,gbif,0,not_useful,train,MO,Tropicos,Podophyllum peltatum L.
607724466,inat,0,not_useful,val,,,
3874274370,gbif,0,not_useful,train,ETHZ,ZT,Ptychomnion cygnisetum (Müll.Hal.) Kindb.
605322165,inat,0,not_useful,train,,,
584957072,inat,0,not_useful,train,,,
608421547,inat,0,not_useful,test,,,
608039031,inat,0,not_useful,train,,,
2859015284,gbif,0,not_useful,test,CM,botany,Wolffia columbiana H.Karst.
607808005,gbif,0,not_useful,train,MNHN,P,Schultesia Mart.
2859028612,gbif,0,not_useful,train,CM,botany,Spirodela polyrhiza (L.) Schleid.
607049767,inat,0,not_useful,train,,,
607875511,inat,0,not_useful,train,,,
607895103,inat,0,not_useful,train,,,
608380949,inat,0,not_useful,test,,,
605419924,inat,0,not_useful,val,,,
2268985805,gbif,0,not_useful,val,MO,Tropicos,Mauritia flexuosa L.f.
893472412,gbif,0,not_useful,train,BGBM,AlgaTerra,Koliella longiseta (Vischer) Hindák
608450708,inat,0,not_useful,val,,,
607799507,gbif,0,not_useful,train,MNHN,P,Coffea buxifolia A.Chev.
2859023306,gbif,0,not_useful,test,CM,botany,Lemna turionifera Landolt
608286724,inat,0,not_useful,test,,,
608262990,inat,0,not_useful,train,,,
5213819370,gbif,0,not_useful,test,DR,Herbarium Dresdense,Riccia glauca L.
3001185130,gbif,0,not_useful,test,TAM,TAM,Chaerophyllum aromaticum L.
607736711,gbif,0,not_useful,train,MNHN,P,Polypremum procumbens L.
2859378253,gbif,0,not_useful,test,CM,botany,Isotria verticillata (Muhl. ex Willd.) Raf.
2859393596,gbif,0,not_useful,train,CM,botany,Cucurbita pepo L.
608395184,inat,0,not_useful,train,,,
575215194,gbif,0,not_useful,train,RBGE,E,Carex divisa Huds.
3001121096,gbif,0,not_useful,train,TAM,TAM,Hepatica nobilis Schreb.
535030582,inat,0,not_useful,train,,,
932900453,gbif,0,not_useful,train,BGBM,AlgaTerra,Closterium striolatum Ralfs
3016521773,gbif,0,not_useful,test,TU,TU(B),Anthelia julacea (L.) Dumort.
606620591,inat,0,not_useful,test,,,
602734150,inat,0,not_useful,train,,,
607948804,inat,0,not_useful,train,,,
608446362,inat,0,not_useful,train,,,
608256096,inat,0,not_useful,val,,,
602994163,inat,0,not_useful,train,,,
527278901,inat,0,not_useful,train,,,
608244452,inat,0,not_useful,val,,,
608446306,inat,0,not_useful,test,,,
581972466,inat,0,not_useful,train,,,
607358665,inat,0,not_useful,train,,,
2004958099,gbif,0,not_useful,val,GJO,Herbarium GJO,Plagiothecium nemorale (Mitt.) A.Jaeger
608396600,inat,0,not_useful,test,,,
607985675,inat,0,not_useful,train,,,
608401741,inat,0,not_useful,test,,,
608406684,inat,0,not_useful,train,,,
5922571301,gbif,0,not_useful,test,NRM,POLLENREFERENCE,Ficalhoa laurifolia Hiern
555127232,inat,0,not_useful,val,,,
608260085,inat,0,not_useful,train,,,
605758746,inat,0,not_useful,val,,,
604237166,inat,0,not_useful,train,,,
563694814,inat,0,not_useful,test,,,
608278327,inat,0,not_useful,train,,,
608436723,inat,0,not_useful,test,,,
1805438338,gbif,0,not_useful,train,YPM,YU,Odontoschisma denudatum (Mart.) Dumort.
606961657,inat,0,not_useful,test,,,
607462766,inat,0,not_useful,train,,,
604687169,inat,0,not_useful,train,,,
3001114067,gbif,0,not_useful,test,TAM,TAM,Berteroa incana (L.) DC.
608409554,inat,0,not_useful,train,,,
605320380,inat,0,not_useful,train,,,
603813364,inat,0,not_useful,train,,,
608401145,inat,0,not_useful,train,,,
2859308634,gbif,0,not_useful,train,CM,botany,Lemna trisulca L.
608300612,inat,0,not_useful,train,,,
608245177,inat,0,not_useful,train,,,
1986856503,gbif,0,not_useful,train,USU,UTC,Eriogonum shockleyi var. shockleyi
2859283308,gbif,0,not_useful,train,CM,botany,Wolffia brasiliensis Wedd.
2981255486,gbif,0,not_useful,train,Herb. Rambold,BSMfungicoll,Calicotome villosa (Poir.) Link
3439768018,gbif,0,not_useful,train,H,,Liriodendron tulipifera L.
3028990161,gbif,0,not_useful,train,JE,Herbarium Haussknecht JE,Arnellia fennica (Gottsche) Lindb.
604686346,inat,0,not_useful,train,,,
608093096,inat,0,not_useful,train,,,
608098882,inat,0,not_useful,test,,,
592911540,inat,0,not_useful,test,,,
570381527,inat,0,not_useful,train,,,
608420847,inat,0,not_useful,train,,,
2859282642,gbif,0,not_useful,train,CM,botany,Wolffia columbiana H.Karst.
572462215,inat,0,not_useful,train,,,
608348792,inat,0,not_useful,train,,,
607361363,inat,0,not_useful,train,,,
606414988,inat,0,not_useful,train,,,
604214893,inat,0,not_useful,train,,,
395785930,inat,0,not_useful,train,,,
546895751,inat,0,not_useful,train,,,
608226546,inat,0,not_useful,train,,,
607749211,gbif,0,not_useful,train,MNHN,P,Spermacoce congensis (Bremek.) Verdc.
607416903,inat,0,not_useful,test,,,
606343914,inat,0,not_useful,train,,,
5132693826,gbif,0,not_useful,train,K,Herbarium,Magnolia sabahensis (Dandy ex Noot.) Figlar & Noot.
2859332746,gbif,0,not_useful,train,CM,botany,Opuntia rafinesquei Engelm.
595606541,inat,0,not_useful,train,,,
451710286,inat,0,not_useful,train,,,
608341088,inat,0,not_useful,train,,,
608339028,inat,0,not_useful,test,,,
2859017297,gbif,0,not_useful,val,CM,botany,Lemna minor L.
579532981,inat,0,not_useful,train,,,
608420776,inat,0,not_useful,train,,,
608241091,inat,0,not_useful,train,,,
607974741,inat,0,not_useful,test,,,
443843171,inat,0,not_useful,train,,,
551471108,inat,0,not_useful,train,,,
3411770722,gbif,0,not_useful,test,TU,TU(B),Frullania tamarisci (L.) Dumort.
602179704,inat,0,not_useful,val,,,
608311129,inat,0,not_useful,test,,,
607926531,inat,0,not_useful,val,,,
607512664,inat,0,not_useful,test,,,
2859304303,gbif,0,not_useful,train,CM,botany,Lemna minor L.
2859307304,gbif,0,not_useful,train,CM,botany,Lemna minor L.
608247255,inat,0,not_useful,test,,,
319163650,inat,0,not_useful,test,,,
1986995289,gbif,0,not_useful,test,USU,UTC,Pinus sylvestris L.
608153780,inat,0,not_useful,test,,,
608446834,inat,0,not_useful,train,,,
2859110614,gbif,0,not_useful,val,CM,botany,Brassica oleracea L.
606324628,inat,0,not_useful,train,,,
2829129020,gbif,0,not_useful,train,NSW,NSW,Nemalion helminthoides (Velley) Batters
2407064102,gbif,0,not_useful,train,nbf,so2-vascular,Botrychium lunaria (L.) Sw.
2859024719,gbif,0,not_useful,test,CM,botany,Lemna minor L.
608228370,inat,0,not_useful,test,,,
607310885,inat,0,not_useful,val,,,
4121799363,gbif,0,not_useful,test,OBI,,Riccia nigrella DC.
608276144,inat,0,not_useful,test,,,
608436720,inat,0,not_useful,test,,,
596169244,inat,0,not_useful,train,,,
608386288,inat,0,not_useful,train,,,
599195265,inat,0,not_useful,test,,,
1258179920,gbif,0,not_useful,train,PMA,Tropicos,Magnolia Plum. ex L.
579004611,inat,0,not_useful,val,,,
2859093733,gbif,0,not_useful,train,CM,botany,Drosera rotundifolia L.
608110872,inat,0,not_useful,val,,,
608397695,inat,0,not_useful,train,,,
589447903,inat,0,not_useful,train,,,
608006360,inat,0,not_useful,train,,,
520469714,inat,0,not_useful,train,,,
2859092693,gbif,0,not_useful,train,CM,botany,Populus tremuloides Michx.
608406564,inat,0,not_useful,test,,,
607912408,inat,0,not_useful,train,,,
463154141,inat,0,not_useful,train,,,
446970240,inat,0,not_useful,val,,,
2859021301,gbif,0,not_useful,train,CM,botany,Spirodela polyrhiza (L.) Schleid.
5893380023,gbif,0,not_useful,train,SGAV-and-NHMD,,Cephalozia connivens (Dicks.) Lindb.
2859389576,gbif,0,not_useful,val,CM,botany,Brassica oleracea L.
580121377,inat,0,not_useful,test,,,
2859112612,gbif,0,not_useful,train,CM,botany,Brassica oleracea L.
2859209412,gbif,0,not_useful,train,CM,botany,Capsicum annuum L.
607856646,inat,0,not_useful,train,,,
893478950,gbif,0,not_useful,train,BGBM,AlgaTerra,Scenedesmus ellipticus Corda
608385997,inat,0,not_useful,train,,,
2859025301,gbif,0,not_useful,train,CM,botany,Lemna minor L.
591651044,inat,0,not_useful,train,,,
417188778,inat,0,not_useful,train,,,
607870670,inat,0,not_useful,test,,,
1258206712,gbif,0,not_useful,train,MO,Tropicos,Pelargonium odoratissimum (L.) L'Hér.
584395201,inat,0,not_useful,train,,,
570881901,inat,0,not_useful,train,,,
608126571,inat,0,not_useful,train,,,
608403737,inat,0,not_useful,train,,,
604967722,inat,0,not_useful,train,,,
2859028613,gbif,0,not_useful,test,CM,botany,Spirodela polyrhiza (L.) Schleid.
2859283627,gbif,0,not_useful,train,CM,botany,Spirodela polyrhiza (L.) Schleid.
2859298298,gbif,0,not_useful,train,CM,botany,Lemna minor L.
3461508444,gbif,0,not_useful,train,TRH,A,Lemanea fucina Bory de Saint-Vicent
2423923780,gbif,0,not_useful,test,DBG,KHD,Callitriche palustris L.
4116769428,gbif,0,not_useful,train,GMS,,Blidingia minima var. vexata (Setchell & Gardner) Norris
608410141,inat,0,not_useful,val,,,
606897562,inat,0,not_useful,train,,,
607966736,inat,0,not_useful,val,,,
604412003,inat,0,not_useful,train,,,
1998491205,gbif,0,not_useful,train,GH,GH,Magnolia tripetala (L.) L.
605631691,inat,0,not_useful,val,,,
2859326345,gbif,0,not_useful,train,CM,botany,"Amelanchier × neglecta Eggl. ex K.R.Cushman, M.B.Burgess, E.T.Doucette & C.S.Campb."
4849455176,gbif,0,not_useful,train,BUT,,Polytrichastrum ohioense (Renauld & Cardot) G.L.Sm.
2859476349,gbif,0,not_useful,train,CM,botany,Solanum melongena Wall.
606716031,inat,0,not_useful,train,,,
2859011300,gbif,0,not_useful,train,CM,botany,Lemna turionifera Landolt
2859010295,gbif,0,not_useful,test,CM,botany,Spirodela polyrhiza (L.) Schleid.
607797057,gbif,0,not_useful,train,MNHN,P,Maesa gaudichaudii A.DC.
608108091,inat,0,not_useful,train,,,
608278870,inat,0,not_useful,train,,,
608131556,inat,0,not_useful,test,,,
606006682,inat,0,not_useful,val,,,
548398546,inat,0,not_useful,train,,,
5893821192,gbif,0,not_useful,test,SGAV-and-NHMD,,Splachnum ampullaceum Hedw.
608100746,inat,0,not_useful,test,,,
466465116,inat,0,not_useful,train,,,
608266424,inat,0,not_useful,train,,,
608439356,inat,0,not_useful,train,,,
588436346,inat,0,not_useful,train,,,
607993866,inat,0,not_useful,train,,,
608232470,inat,0,not_useful,train,,,
595370317,inat,0,not_useful,test,,,
2859014289,gbif,0,not_useful,test,CM,botany,Spirodela polyrhiza (L.) Schleid.
3498204463,gbif,0,not_useful,train,SBAC,,Tipularia discolor (Pursh) Nutt.
608432072,inat,0,not_useful,test,,,
604851095,inat,0,not_useful,test,,,
608446575,inat,0,not_useful,val,,,
608173768,inat,0,not_useful,train,,,
4121799331,gbif,0,not_useful,val,OBI,,Targionia hypophylla L.
606975043,inat,0,not_useful,test,,,
4092655775,gbif,0,not_useful,train,UARK,,Drepanocladus vernicosus (Mitt.) Warnst.
588014131,inat,0,not_useful,train,,,
2859027310,gbif,0,not_useful,test,CM,botany,Lemna minor L.
600774972,inat,0,not_useful,test,,,
608148539,inat,0,not_useful,test,,,
576033513,inat,0,not_useful,train,,,
3091214770,gbif,0,not_useful,val,ASC,,Sarcostemma cynanchoides subsp. hartwegii R.W.Holm
605562242,inat,0,not_useful,train,,,
602919072,inat,0,not_useful,val,,,
494221761,inat,0,not_useful,train,,,
607834330,gbif,0,not_useful,val,MNHN,P,Senecio umbrosus Waldst. & Kit.
608321937,inat,0,not_useful,train,,,
502799063,inat,0,not_useful,train,,,
510457891,inat,0,not_useful,test,,,
606836660,inat,0,not_useful,train,,,
607834307,gbif,0,not_useful,train,MNHN,P,Oxyanthus speciosus DC.
570823956,inat,0,not_useful,train,,,
595028927,inat,0,not_useful,train,,,
607315126,inat,0,not_useful,train,,,
574436831,inat,0,not_useful,train,,,
